candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-30d4fe60737e,README.md,269,line-269,1. Make a small scoped change — Follow the smallest coherent fix. Preserve artifact-first behavior.,data_model,data_model,canonical,current,false,medium,,unregistered,
DOC-CAND-420717455949,README.md,276,line-276,3. Run the canonical gate — Before claiming completion:,ci_gate,ci_gate,canonical,current,false,medium,,unregistered,
DOC-CAND-cda93cad4910,README.md,280,line-280,Work is not complete unless the gate prints VERIFICATION GATE: PASSED.,ci_gate,ci_gate,canonical,current,false,medium,,unregistered,
DOC-CAND-2d6c197dcf92,README.md,281,line-281,"4. Update docs/tests if behavior changed — If the change affects artifact contracts, UI claims, or safety behavior, update the relevant tests and documentation.",data_model,data_model,canonical,current,false,medium,,unregistered,
DOC-CAND-a070ca31915c,README.md,282,line-282,"5. Produce a close report with verification output — Include exact commands and results, not summaries.",ci_gate,ci_gate,canonical,current,false,medium,,unregistered,
DOC-CAND-ddf3d69c0650,README.md,286,line-286,New Python files must stay under 300 lines (warning threshold) or 500 lines (failure threshold). Split large files rather than letting them grow indefinitely.,normative|ci_gate|performance,normative|ci_gate|performance,canonical,current,false,medium,,unregistered,
DOC-CAND-539d2f9e9982,README.md,290,line-290,"Changes affecting static serving, artifact serving, path validation, or secrets handling require path traversal regression tests. See docs/doctrine/path-security-doctrine.md.",data_model,data_model,canonical,current,false,medium,,unregistered,
DOC-CAND-164b680b4bf0,README.md,297,line-297,- Real-cluster/read-only operator workflows are the primary focus.,normative,normative,canonical,current,false,medium,,unregistered,
DOC-CAND-606fe3e50cc0,README.md,299,line-299,"- LLM-assisted branches (enrichment, drilldown analysis, diagnostic-pack review) are opt-in, auditable, and do not block deterministic flows.",normative,normative,canonical,current,false,medium,,unregistered,
DOC-CAND-c570afd3e8c5,README.md,301,line-301,- Production readiness — Do not claim production readiness without explicit evidence in the repository.,normative,normative,canonical,current,false,medium,,unregistered,
DOC-CAND-fef54ed3570f,docs/agent-docs-audit.md,27,line-27,- verification/deployment docs,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-3aee07d810c9,docs/agent-docs-audit.md,28,line-28,- operator/agent workflow docs,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-717b06a01e37,docs/agent-docs-audit.md,31,line-31,"Do not perform: broad unrelated refactors, new features, UI redesigns.",normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-5fa11677dea9,docs/agent-docs-audit.md,40,line-40,"2. Is current — describes current repo behavior, not stale state",data_model,data_model,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-145d92827c9d,docs/agent-docs-audit.md,71,line-71,| docs/doctrine/beta-real-incident-validation.md | Human | Low | ✅ Current | None identified | keep |,data_model,data_model,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-dc9ec1f620c8,docs/agent-docs-audit.md,77,line-77,| docs/coverage.md | Agent/human | Medium | ⚠️ Partial | References scripts/runcoverage.sh which does not exist | investigate |,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-d56c58de776b,docs/agent-docs-audit.md,78,line-78,| docs/post-beta-backlog.md | Human | Low | ✅ Current | None identified | keep |,api_contract,api_contract,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-58f7771773a5,docs/agent-docs-audit.md,83,line-83,| docs/verification.md | Human | Medium | ✅ Current | None identified | keep |,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-d64ddd819dd3,docs/agent-docs-audit.md,89,line-89,| CONTRIBUTING.md | Human | Low | ❌ NOT PRESENT | Does not exist; not required | N/A |,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-47a34d5ccfe8,docs/agent-docs-audit.md,100,line-100,| archive | Historical info that should not guide current behavior |,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-4e6657c9132c,docs/agent-docs-audit.md,101,line-101,| delete | Clearly obsolete and safe to remove |,api_contract,api_contract,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-d5a775e9e58a,docs/agent-docs-audit.md,111,line-111,Several files are referenced in AGENTS.md and other agent-facing docs but do not exist:,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-4e2abb1ee877,docs/agent-docs-audit.md,142,line-142,- docs/coverage.md (Usage instructions),ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-5ad4426e9397,docs/agent-docs-audit.md,157,line-157,| Describes current verification | ✅ Yes | Verification behavior matches verifyall.sh |,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-909bca2717dd,docs/agent-docs-audit.md,176,line-176,- [ ] Investigate whether .kilocode/rules/10-agent-mission.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-e86d20d6c723,docs/agent-docs-audit.md,177,line-177,- [ ] Investigate whether .kilocode/rules/30-output-contracts.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-55fff0d8d5cd,docs/agent-docs-audit.md,178,line-178,- [ ] Investigate whether .kilocode/rules/40-tool-use.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-9aee62b870b8,docs/agent-docs-audit.md,179,line-179,- [ ] Investigate whether .kilocode/rules/50-kubernetes-monitoring-domain.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-63d7c9d9c68f,docs/agent-docs-audit.md,180,line-180,- [ ] Investigate whether .kilocode/rules/memory-bank/tech.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-a6813930f61c,docs/agent-docs-audit.md,181,line-181,- [ ] Investigate whether .kilocode/rules/memory-bank/product.md should be created,normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-b862ea5b0338,docs/agent-docs-audit.md,182,line-182,- [ ] Investigate whether scripts/runcoverage.sh should exist or if docs/coverage.md should be updated,normative|ci_gate,normative|ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-700cf506a2a2,docs/agent-docs-audit.md,184,line-184,Maintenance Workflow (To Be Added),ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-c3d75e842d9e,docs/agent-docs-audit.md,188,line-188,- [ ] Define how to review docs after major workflow/CI/deployment changes,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-0beedc372b5a,docs/agent-docs-audit.md,204,line-204,- Verification commands or paths change,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-64816d8dd18f,docs/agent-docs-audit.md,217,line-217,- Current verification commands and paths,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-88c8f73cfb47,docs/agent-docs-audit.md,218,line-218,- Current verification gate behavior,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-a4c845164d1d,docs/agent-docs-audit.md,219,line-219,- Current product state and priorities,data_model,data_model,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-4f6248da09e8,docs/agent-docs-audit.md,231,line-231,1. After CI/deployment changes: verify all referenced scripts exist,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-9a781b460a24,docs/agent-docs-audit.md,232,line-232,2. After workflow changes: update reading paths in AGENTS.md,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-615188c0b413,docs/agent-docs-audit.md,253,line-253,"- Paths must start with a known prefix (docs/, scripts/, src/, .kilocode/, etc.)",normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-dfcdebd82d57,docs/agent-docs-audit.md,254,line-254,"- Flags/commands are excluded (e.g., verifyall.sh --python-only)",normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-08c39ee44281,docs/agent-docs-audit.md,273,line-273,"Result: VERIFICATION GATE: PASSED (2026-05-16, 8:02)",ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-57553b52a991,docs/agent-docs-audit.md,283,line-283,"| .kilocode/rules/memory-bank/current.md | Updated (removes stale references, fixed coverage claim) |",ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-dad761e53c7f,docs/agent-docs-audit.md,292,line-292,"Determine whether the missing files should be created, consolidated, or their references removed from agent-facing docs.",normative,normative,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-847436354dc0,docs/agent-docs-audit.md,306,line-306,| scripts/runcoverage.sh | docs/coverage.md | update reference | Make runcoverage.sh canonical; direct commands as component-level | ✅ RESOLVED: runcoverage.sh is primary; direct commands are component-level examples |,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-42824659b7cd,docs/agent-docs-audit.md,316,line-316,"| docs/coverage.md | ✅ Corrected | Direct pytest/vitest commands presented as ""Full Coverage Report"" without noting runcoverage.sh as canonical | Made runcoverage.sh primary; direct commands are ""Component-Level Commands"" | None |",ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-ac092c904ef4,docs/agent-docs-audit.md,318,line-318,Verification Documentation Audit,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-c6160e4e343a,docs/agent-docs-audit.md,322,line-322,| docs/verification.md | ✅ Current | None identified | N/A | None |,ci_gate,ci_gate,reference,unknown,false,medium,,ignored_stale,
DOC-CAND-e89c1320276d,docs/agent-run-review-template.md,166,line-166,Task: Fix ruff lint error in health loop,ci_gate,ci_gate,runbook,current,false,medium,,unregistered,
DOC-CAND-b938edf59d8e,docs/agent-run-review-template.md,189,line-189,Verification Command: scripts/verifyall.sh --python-only,normative|ci_gate,normative|ci_gate,runbook,current,false,medium,,unregistered,
DOC-CAND-f14d0c881845,docs/agent-run-review-template.md,197,line-197,| Verification Gate | PASSED |,ci_gate,ci_gate,runbook,current,false,medium,,unregistered,
DOC-CAND-8b4cc589fd3f,docs/alertmanager-source-distinction-audit.md,15,line-15,| degraded | Verification failed or became unavailable |,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ff0a66994c84,docs/alertmanager-source-distinction-audit.md,22,line-22,| manual | User-provided endpoint (configured manually) |,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-20a06b5df6e0,docs/alertmanager-source-distinction-audit.md,69,line-69,The system cannot distinguish them.,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e95e4bf24ba0,docs/alertmanager-source-distinction-audit.md,88,line-88,| Artifact | Scope | Promotes | Manual Config |,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-9cae35610780,docs/alertmanager-source-distinction-audit.md,94,line-94,The AlertmanagerSourceOverrides (run-scoped) tracks originalorigin in SourceOverride.originalorigin — but this is NOT passed through to the UI artifact.,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-9685e0f1513b,docs/alertmanager-source-distinction-audit.md,120,line-120,3. Registry entries: Existing durable registry entries have originalorigin stored but not surfaced. Adding a new field is non-breaking.,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e1f5ccc342c2,docs/alertmanager-source-distinction-audit.md,122,line-122,4. Override artifacts: Run-scoped override artifacts have originalorigin — this can be leveraged without schema changes.,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ec8cb0e380dd,docs/alertmanager-source-distinction-audit.md,126,line-126,Proposed Canonical Enum/Field Design,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-8ad0b7d38f41,docs/alertmanager-source-distinction-audit.md,128,line-128,Option 1: Add manualclassification enum field (RECOMMENDED),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-6af5d8ab5e80,docs/alertmanager-source-distinction-audit.md,130,line-130,Add a new field at the AlertmanagerSource level:,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-f84155e89662,docs/alertmanager-source-distinction-audit.md,140,line-140,New field in AlertmanagerSource:,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-2689d4aa2258,docs/alertmanager-source-distinction-audit.md,156,line-156,Option 2: Preserve originalorigin in serializable artifact,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-5c3f5dba3565,docs/alertmanager-source-distinction-audit.md,158,line-158,"Instead of adding enum, pass through existing originalorigin field:",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-d885e1db84b1,docs/alertmanager-source-distinction-audit.md,164,line-164,"Tradeoff: Less explicit than Option 1, but fewer schema changes.",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-665509ac87a5,docs/alertmanager-source-distinction-audit.md,166,line-166,Option 3: Add promotedfrom field with origin snapshot,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-b1b5ae924cf2,docs/alertmanager-source-distinction-audit.md,185,line-185,2. Add manualclassification field to AlertmanagerSource,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-430ce0aa18e5,docs/alertmanager-source-distinction-audit.md,195,line-195,Phase 3: Artifact Serialization,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-d3023eef95bb,docs/alertmanager-source-distinction-audit.md,243,line-243,"| src/k8sdiagagent/externalanalysis/alertmanagerdiscovery.py | Add enum, field, setter |",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-3d3e597f9be6,docs/alertmanager-source-distinction-audit.md,247,line-247,"| src/k8sdiagagent/ui/model.py | Add field to view, update ismanual logic |",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-b71e46e81a7c,docs/alertmanager-source-distinction-audit.md,248,line-248,| src/k8sdiagagent/ui/api.py | Include in payload |,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-8ead20e9e208,docs/alertmanager-source-distinction-audit.md,250,line-250,| frontend/src/types.ts | Add type field |,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ccef4339644b,docs/alertmanager-source-distinction-audit.md,260,line-260,"| Preserve artifact immutability | ✓ New field additive, not destructive |",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ef04de2f34dd,docs/alertmanager-source-distinction-audit.md,261,line-261,| Do not infer truth in UI only | ✓ Backend semantics explicit |,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-6002ade57d67,docs/alertmanager-source-distinction-audit.md,262,line-262,| Prefer explicit backend semantics | ✓ New enum provides operator-truthful field |,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a1585a0a3727,docs/alertmanager-source-distinction-audit.md,264,line-264,"| Backward compatibility | ✓ Existing fields preserved, new field optional |",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-b2f6613df802,docs/artifact-immutability-audit.md,4,line-4,Epic: Enforce artifact immutability across the project,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e3cb79ed3754,docs/artifact-immutability-audit.md,14,line-14,"The k9b repository exhibits a partial immutability posture with significant mutable pockets. Core deterministic artifacts (snapshots, assessments, drilldowns, comparisons, triggers, reviews, notifications, diagnostic pack ZIPs) are written once and not subsequently mutated. However, several artifact families are intentionally or incidentally mutable, creating ambiguity in the artifact-first invariant.",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-0ecdd8800cce,docs/artifact-immutability-audit.md,16,line-16,Immutable by design (core evidence artifacts):,source_of_truth,source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-67dcb2f03d53,docs/artifact-immutability-audit.md,25,line-25,- Proposals (lifecycle state mutation via CLI),security|data_model,security|data_model,reference,stale,false,high,,ignored_stale,
DOC-CAND-a511b30710a2,docs/artifact-immutability-audit.md,28,line-28,- ui-index.json (derived projection rebuild),source_of_truth,source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-5644c7a5dedc,docs/artifact-immutability-audit.md,29,line-29,- alertmanager-source-registry.json (cross-run intent state),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-9fa98e5230b4,docs/artifact-immutability-audit.md,30,line-30,- Latest diagnostic-pack mirror (regenerated derived artifact),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-46d15f6fb502,docs/artifact-immutability-audit.md,34,line-34,- External-analysis artifacts with usefulnessclass (immutable initial content + mutable feedback field),data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-0f362301c374,docs/artifact-immutability-audit.md,35,line-35,- Alertmanager source override artifacts (per-run mutable state),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-619e18f4c41c,docs/artifact-immutability-audit.md,39,line-39,1. Proposals (runs/health/proposals/.json) — Direct in-place write mutation via CLI handlers with no backup mechanism,security,security,reference,stale,false,high,,ignored_stale,
DOC-CAND-462ddaf34c5d,docs/artifact-immutability-audit.md,40,line-40,2. External-analysis with usefulness feedback — artifactid-bearing immutable artifacts receiving mutable write-back,source_of_truth,source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-442bc59794af,docs/artifact-immutability-audit.md,41,line-41,3. history.json — Cross-run aggregate state stored in overwrite-in-place JSON,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-65818df67c8e,docs/artifact-immutability-audit.md,42,line-42,4. alertmanager-source-registry.json — Cross-run intent state with no version control,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-128a90eca536,docs/artifact-immutability-audit.md,43,line-43,"5. Latest diagnostic-pack mirror (latest/reviewbundle.json, latest/reviewinput14b.json) — Regenerated derived files that overwrite previous state",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-81f06ba63c15,docs/artifact-immutability-audit.md,47,line-47,"The immutability boundary is not along the artifact/derived-artifact seam but along the artifact content vs. artifact metadata seam. Some artifacts with artifactid (external-analysis) accept mutable metadata write-back (usefulness feedback), while some artifacts without artifactid (proposals) are fully mutable. The current model conflates:",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-19b7072a16f8,docs/artifact-immutability-audit.md,48,line-48,- Immutable diagnostic evidence (should not change),normative|source_of_truth,normative|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-cf38e10fe2fa,docs/artifact-immutability-audit.md,50,line-50,"- Mutable aggregate state (history, UI index)",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-4d8bfe557d54,docs/artifact-immutability-audit.md,51,line-51,"- Mutable intent state (registry, overrides)",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-fc40336c20b3,docs/artifact-immutability-audit.md,55,line-55,"Separate usefulness feedback from execution artifacts. Currently, the UI server (handleusefulnessfeedback) reads, mutates, and writes back to the original execution artifact. The correct pattern (already used for Alertmanager relevance feedback) is to write a separate review artifact that references the original. This would:",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-01b8da64bf7e,docs/artifact-immutability-audit.md,56,line-56,1. Preserve immutable execution artifacts,source_of_truth,source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-296a52c77fe3,docs/artifact-immutability-audit.md,67,line-67,"| Snapshots | runs/health/snapshots/{runid}-{label}-{timestamp}.json | health/loop.py: collectclustersnapshot, writejson | buildhealthassessment, comparesnapshots, UI | Filename identity (runid embedded) | 1. Immutable artifact instance | Write-once via writejson | No | Deterministic; same inputs produce identical content |",data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-fb215105a9ce,docs/artifact-immutability-audit.md,68,line-68,"| Assessments | runs/health/assessments/{runid}-{label}.json | health/loop.py: buildhealthassessment, writeassessmentartifact | Reviews, proposals, UI | Filename identity (runid embedded) | 1. Immutable artifact instance | Write-once per cluster per run | No | Per-cluster health synthesis |",data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-28cb4c246ad9,docs/artifact-immutability-audit.md,69,line-69,"| Drilldowns | runs/health/drilldowns/{runid}-{label}.json | health/loop.py: DrilldownCollector.collect | Reviews, UI, assess-drilldown CLI | Filename identity (runid embedded) | 1. Immutable artifact instance | Write-once per trigger | No | Deterministic kubectl evidence collection |",data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-ead8fb3fb789,docs/artifact-immutability-audit.md,70,line-70,"| Comparisons | runs/health/comparisons/{runid}-{primary}-vs-{secondary}-comparison.json | health/loop.py: comparesnapshots | Triggers, reviews, UI | Filename identity | 1. Immutable artifact instance | Write-once per comparison pair | No | Peer diff artifact |",data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
DOC-CAND-50794cb90de3,docs/artifact-immutability-audit.md,71,line-71,"| Triggers | runs/health/triggers/{runid}-{primary}.json | health/loop.py: ComparisonTriggerArtifact serialization | Reviews, UI, proposal generation | Filename identity + optional artifactid | 1. Immutable artifact instance | Write-once per trigger | No | Comparison trigger decision artifact |",data_model|source_of_truth,data_model|source_of_truth,reference,stale,false,high,,ignored_stale,
