candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-2d540c2f73d4,docs/security/operator_facing_projection_leak_audit.md,114,line-114,1. Pattern-based detection is conservative: May flag false positives in some cases where context analysis isn't sufficient,config,config,reference,historical,false,low,,ignored_historical,
DOC-CAND-e5b9a8c484d9,docs/security/operator_facing_projection_leak_audit.md,122,line-122,1. Verifier wired into CI gate: operator-projection-hygiene added to scripts/verifyall.sh Python lane as a hard gate step,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-5b4b50199d14,docs/security/operator_facing_projection_leak_audit.md,123,line-123,"2. Patterns refined: Patterns 4/5/7 were narrowed to flag only direct artifact.rawoutput/artifact.errorsummary assignments in response dict keys — excluding static strings, .get() reads from serialized JSON, and internal emitstructuredlog metadata fields",normative|api_contract|config|data_model,normative|api_contract|config|data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b7c3d17a9aef,docs/security/operator_facing_projection_leak_audit.md,125,line-125,4. Verifier passes: operator-projection-hygiene PASSES with zero violations across 111 files; sentinel self-test passes (7/7 patterns detected),ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-10a06a5ddd65,docs/security/operator_facing_projection_leak_audit.md,131,line-131,"- Static string field keys: Hardcoded strings like ""errorsummary"": ""export returned None outputpath"" in internal logging context",data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ff0e3f1d54ff,docs/security/operator_facing_projection_leak_audit.md,132,line-132,"- .get() reads from serialized JSON: Reads from already-serialized artifact data (health/uiprojection modules, serverreadsupport.py:168)",api_contract|data_model,api_contract|data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-508768c62528,docs/security/operator_facing_projection_leak_audit.md,135,line-135,These are not operator-facing leaks; the verifier correctly identifies only direct unsanitized artifact field assignments in API response paths.,normative|api_contract|data_model,normative|api_contract|data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-9669e8196741,docs/security/operator_facing_projection_leak_audit.md,145,line-145,| mypy / mypy-tests | SKIP (cascaded from unit-tests) |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-650ed8f67704,docs/security/operator_facing_projection_leak_audit.md,147,line-147,"Note: The unit-tests failure is RemoteDisconnected: Remote end closed connection without response in testnextcheckexecutionendpointrejectsapprovalneeded — a network connectivity test, not related to operator projection hygiene. This is a pre-existing issue outside this ACT's scope.",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ea91a861bd53,docs/security/rbac-deployment-guide.md,1,line-1,RBAC and Deployment Privilege Guide,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-378d23b1d793,docs/security/rbac-deployment-guide.md,3,line-3,Document: RBAC and Deployment Privilege Guide,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-c0abc84726d3,docs/security/rbac-deployment-guide.md,13,line-13,"This document specifies the minimum Kubernetes RBAC permissions required for k9b to function, classified by operational risk. Operators should grant the smallest set of permissions needed for their intended use case.",normative|security,normative|security,runbook,current,false,high,,unregistered,
DOC-CAND-2f976fe5df23,docs/security/rbac-deployment-guide.md,15,line-15,Key principle: k9b is primarily a diagnostic read-only tool. Write permissions are only required for operator-approved next-check execution.,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-f7bdbe5d8cb5,docs/security/rbac-deployment-guide.md,27,line-27,| kubectl get nodes | nodes | cluster | Node health and capacity |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-e6d81522bc54,docs/security/rbac-deployment-guide.md,28,line-28,| kubectl get pods --all-namespaces | pods | cluster | Pod status across namespaces |,api_contract|data_model,api_contract|data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-43bed7ec5c43,docs/security/rbac-deployment-guide.md,29,line-29,| kubectl get services -A | services | cluster | Service discovery |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-8227e8c7bd8a,docs/security/rbac-deployment-guide.md,30,line-30,| kubectl get endpoints -A | endpoints | cluster | Endpoint health |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-77e8e84ab0a8,docs/security/rbac-deployment-guide.md,31,line-31,| kubectl get events -A | events | cluster | Warning/error event correlation |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-f4f4ad8e060e,docs/security/rbac-deployment-guide.md,32,line-32,| kubectl get jobs --all-namespaces | jobs | cluster | Batch job status |,api_contract|data_model,api_contract|data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-36ccb7d0eb5e,docs/security/rbac-deployment-guide.md,33,line-33,| kubectl config get-contexts | configmaps (kube-system) | cluster | Available contexts |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-6cc2885ed0c7,docs/security/rbac-deployment-guide.md,35,line-35,| kubectl get crds | customresourceddefinitions | cluster | CRD discovery |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-ccb8fbecd08e,docs/security/rbac-deployment-guide.md,43,line-43,| kubectl get deployments -n <ns> | deployments | namespace | Find deployments using the secret |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-556148b3988f,docs/security/rbac-deployment-guide.md,44,line-44,| kubectl get secret -n <ns> <name> | secrets | namespace | Verify target secret exists |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-66acd52ddffa,docs/security/rbac-deployment-guide.md,45,line-45,| kubectl get externalsecrets -n <ns> | externalsecrets | namespace | Check ExternalSecret CR status |,api_contract|data_model,api_contract|data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-d2f6ad5282ba,docs/security/rbac-deployment-guide.md,53,line-53,| kubectl get alertmanagers -A | alertmanagers (prometheus-operator) | cluster | Discover Alertmanager instances |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-c9e0bafb36fd,docs/security/rbac-deployment-guide.md,54,line-54,| kubectl get prometheuses -A | prometheuses (prometheus-operator) | cluster | Discover related Prometheus |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-2e24fc2bf363,docs/security/rbac-deployment-guide.md,55,line-55,| kubectl get svc -A | services | cluster | Resolve Alertmanager service endpoints |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-ea484f2f2371,docs/security/rbac-deployment-guide.md,56,line-56,| kubectl get pods -A -l app=alertmanager | pods | cluster | Find Alertmanager pods |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-99d269748a28,docs/security/rbac-deployment-guide.md,67,line-67,| kubectl top <resource> | pods/nodes | namespace | Resource metrics (requires metrics-server) |,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-dcfea517ec53,docs/security/rbac-deployment-guide.md,73,line-73,3.1 Required Read-Only Permissions,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-7cc1641393ce,docs/security/rbac-deployment-guide.md,75,line-75,These permissions are required for basic k9b functionality. They provide read-only access to cluster state:,normative|data_model,normative|data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-21ca0117dd73,docs/security/rbac-deployment-guide.md,109,line-109,These permissions involve accessing potentially sensitive data. Grant only if the corresponding features are needed:,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-09d2ad5631bc,docs/security/rbac-deployment-guide.md,128,line-128,2. Using cluster-wide secrets read only if image pull secret drilldown is required,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-6ed1882af732,docs/security/rbac-deployment-guide.md,133,line-133,These permissions are only needed for specific features:,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-21d27511681a,docs/security/rbac-deployment-guide.md,153,line-153,3.4 Permissions That Should NEVER Be Granted,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-35417b850398,docs/security/rbac-deployment-guide.md,155,line-155,These permissions are not required by k9b and should be explicitly denied:,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-aa974c5454ff,docs/security/rbac-deployment-guide.md,302,line-302,- Minimal permission footprint is required,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-5df6b47b1204,docs/security/rbac-deployment-guide.md,306,line-306,- Multi-namespace monitoring is required,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-f03faeb80634,docs/security/rbac-deployment-guide.md,309,line-309,- Helm releases across all namespaces should be monitored,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-c04ad451010e,docs/security/rbac-deployment-guide.md,310,line-310,- Alertmanager integration spanning multiple namespaces is required,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-11a7de726dfc,docs/security/rbac-deployment-guide.md,345,line-345,k9b should be deployed with restrictive network policies:,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-b23400e6ab34,docs/security/rbac-deployment-guide.md,403,line-403,| Port | Direction | Purpose | Required |,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-7f0dbdaaffb6,docs/security/rbac-deployment-guide.md,418,line-418,> Default bind: 127.0.0.1:8080 (localhost-only) ✅,normative|config,normative|config,runbook,current,false,medium,,unregistered,
DOC-CAND-ea373eb38f35,docs/security/rbac-deployment-guide.md,419,line-419,"> Helm chart default: HEALTHUIHOST: ""127.0.0.1"" - localhost-only.",normative|config,normative|config,runbook,current,false,medium,,unregistered,
DOC-CAND-0da89c25bc36,docs/security/rbac-deployment-guide.md,420,line-420,"> Cluster-wide access requires setting HEALTHUIHOST: ""0.0.0.0"", backend.unsafeBind: true, and uiAuth.enabled=true or an authenticated reverse proxy.",normative|security,normative|security,runbook,current,false,high,,unregistered,
DOC-CAND-c0e0cb6e47ea,docs/security/rbac-deployment-guide.md,424,line-424,1. Local workstation deployment: Use default localhost binding (127.0.0.1),config,config,runbook,current,false,low,,unregistered,
DOC-CAND-ed5d0b204666,docs/security/rbac-deployment-guide.md,427,line-427,- Use port-forward or authenticated ingress for access,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-7246e79da7d1,docs/security/rbac-deployment-guide.md,429,line-429,"3. External access: Configure authenticated reverse proxy (nginx, traefik) with:",security,security,runbook,current,false,high,,unregistered,
DOC-CAND-202adae54cf5,docs/security/rbac-deployment-guide.md,438,line-438,- Requires get permission on the target service/pod,normative|api_contract,normative|api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-af7c1076756e,docs/security/rbac-deployment-guide.md,440,line-440,- Should be protected by firewall rules on the k9b host,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-29d5b6c5d054,docs/security/rbac-deployment-guide.md,451,line-451,| Secrets exposure | Role with secrets get/list allows reading any secret in the namespace | Use dedicated namespace; restrict resource names if possible |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-6a8d8da9453a,docs/security/rbac-deployment-guide.md,455,line-455,| Token in transit | K9BUITOKEN transmitted in API calls | Use TLS; rotate tokens regularly |,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-b3efb24d3b06,docs/security/rbac-deployment-guide.md,472,line-472,"- Does not include RBAC templates (no Role, ClusterRole, ServiceAccount, RoleBinding)",security,security,runbook,current,false,high,,unregistered,
DOC-CAND-80a53b4e2841,docs/security/rbac-deployment-guide.md,473,line-473,- Requires operators to create RBAC resources separately,normative|security,normative|security,runbook,current,false,high,,unregistered,
DOC-CAND-2d626a27831f,docs/security/rbac-deployment-guide.md,474,line-474,- Uses existing kubeconfig for authentication (see kubeconfig.enabled in values.yaml),security|config,security|config,runbook,current,false,high,,unregistered,
DOC-CAND-7063744f101d,docs/security/rbac-deployment-guide.md,478,line-478,A future implementation may add optional RBAC templates. Until then:,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-cca90cf28c73,docs/security/rbac-deployment-guide.md,480,line-480,1. Create RBAC resources as documented in this guide,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-780541959e49,docs/security/rbac-deployment-guide.md,482,line-482,3. Mount the ServiceAccount token in the k9b pod for in-cluster authentication,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-c8181f424b4d,docs/security/rbac-deployment-guide.md,550,line-550,| docs/security/operator-auth-design.md | UI server authentication (AUTH-10) |,security,security,runbook,current,false,high,,unregistered,
DOC-CAND-a895fc4d8936,docs/security/security-audit-closeout.md,8,line-8,Status: CLOSED - All scheduled audit work completed,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-9242d02da75b,docs/security/security-audit-closeout.md,16,line-16,"Audit Scope: 7 security documents covering threat modeling, LLM prompt security, subprocess security, API security, operator authentication, artifact integrity, and RBAC deployment guidance.",security|data_model,security|data_model,reference,historical,false,high,,ignored_historical,
DOC-CAND-154178de31bc,docs/security/security-audit-closeout.md,33,line-33,| Document | Purpose | Status |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b24e0f0ee4bc,docs/security/security-audit-closeout.md,38,line-38,| docs/security/api-security-audit.md | AU-03: UI server mutation surfaces | ✅ Complete |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-565484942b33,docs/security/security-audit-closeout.md,39,line-39,| docs/security/operator-auth-design.md | API-R3: Authentication design | ✅ Design done |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-5bcdc37e66c6,docs/security/security-audit-closeout.md,40,line-40,| docs/security/artifact-integrity-audit.md | Artifact provenance and integrity | ✅ Complete |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-9efeb0121378,docs/security/security-audit-closeout.md,41,line-41,| docs/security/rbac-deployment-guide.md | RBAC permissions documentation | ✅ Complete |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-02291b123534,docs/security/security-audit-closeout.md,47,line-47,"- Duration: Same-day closeout for the first audit/remediation cycle; this meta-epic included both documentation and code remediation work (LLM sanitization, subprocess hardening, API validation/auth, Helm exposure changes, artifact IDs).",data_model|performance,data_model|performance,reference,historical,false,medium,,ignored_historical,
DOC-CAND-5a94faae17ac,docs/security/security-audit-closeout.md,73,line-73,- Documented injection vectors and exfiltration risks,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-ab14ed38c4f5,docs/security/security-audit-closeout.md,110,line-110,- Implemented Origin/Referer CSRF guard (API-R2),security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-0d9b55d6e557,docs/security/security-audit-closeout.md,111,line-111,- Designed authentication model (API-R3),security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-2bcb718a80ac,docs/security/security-audit-closeout.md,112,line-112,- Implemented --unsafe-bind flag (AUTH-01),config,config,reference,historical,false,low,,ignored_historical,
DOC-CAND-e10ace907f67,docs/security/security-audit-closeout.md,114,line-114,- Implemented bearer token authentication (AUTH-04/05/06/07),security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-87d928221ef5,docs/security/security-audit-closeout.md,115,line-115,- Updated Helm default to localhost (AUTH-10),config,config,reference,historical,false,low,,ignored_historical,
DOC-CAND-64f4cbd7b9f8,docs/security/security-audit-closeout.md,126,line-126,3.4 Cluster D: Artifact Integrity,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ea6a10d7d8ab,docs/security/security-audit-closeout.md,129,line-129,- Inventoried 14 artifact types across 5 trust categories,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-2246766c20c3,docs/security/security-audit-closeout.md,137,line-137,- src/k8sdiagagent/identity/artifact.py,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-fe916e6e43d5,docs/security/security-audit-closeout.md,139,line-139,3.5 Cluster E: RBAC Documentation,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-de874fb5d172,docs/security/security-audit-closeout.md,143,line-143,- Specified minimum RBAC permissions by use case,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-a3d04f23290d,docs/security/security-audit-closeout.md,144,line-144,"- Provided 3 RBAC shapes (minimal, standard, cluster-wide)",security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-35748cac4fa5,docs/security/security-audit-closeout.md,154,line-154,| Control | Implementation | Effectiveness | Coverage |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-342cf9979739,docs/security/security-audit-closeout.md,159,line-159,| Subprocess timeout (7 paths) | Timeout args in subprocess calls | HIGH | All production subprocess paths |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-dadf45ac1ab5,docs/security/security-audit-closeout.md,164,line-164,| Port-forward lifecycle bounded | stopalertmanagerportforward() | MEDIUM | Alertmanager port-forward |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
